Season,LactationStage,Parity,MilkYield,pH,EC,SCC,Stage
,Early,,,7.386,6.896,121.086,Clinical
,Early,,,7.178,5.766,129.109,Clinical
,Early,,,7.31,6.866,2.978,Clinical
,Early,,,6.526,4.873,2.5,Clinical
,Early,,,6.769,5.198,78.325,Clinical
,Early,,,7.24,4.619,0.0,Clinical
,Early,,,6.7,4.405,0.0,Clinical
,Early,,,6.818,3.591,0.0,Clinical
,Early,,,6.788,1.478,0.0,Clinical
,Early,,,7.382,5.854,34.058,Clinical
,Early,,,6.568,6.679,129.441,Clinical
,Early,,,7.046,6.862,63.97,Clinical
,Early,,,6.509,3.973,0.0,Clinical
,Early,,,6.826,4.878,0.0,Clinical
,Early,,,6.961,5.493,0.0,Clinical
,Early,,,6.732,3.374,1.603,Clinical
,Early,,,6.232,5.308,65.591,Clinical
,Early,,,6.881,2.073,0.0,Clinical
,Early,,,6.967,4.204,0.0,Clinical
,Early,,,7.541,7.463,37.579,Clinical
,Early,,,6.415,3.879,0.0,Clinical
,Early,,,7.169,5.21,35.894,Clinical
,Early,,,7.687,7.955,91.532,Clinical
,Early,,,6.924,4.914,54.542,Clinical
,Early,,,6.764,5.07,6.625,Clinical
,Early,,,6.809,3.429,0.0,Clinical
,Early,,,6.968,6.056,9.818,Clinical
,Early,,,7.429,5.341,95.952,Clinical
,Early,,,6.361,4.699,10.374,Clinical
,Early,,,6.704,5.407,69.443,Clinical
,Early,,,6.192,4.427,0.0,Clinical
,Early,,,6.642,6.754,22.391,Clinical
,Early,,,6.567,4.358,74.446,Clinical
,Early,,,6.331,2.815,4.567,Clinical
,Early,,,7.659,6.77,6.428,Clinical
,Early,,,7.745,9.03,153.507,Clinical
,Early,,,6.698,4.815,0.0,Clinical
,Early,,,7.109,7.518,113.663,Clinical
,Early,,,6.602,6.36,50.97,Clinical
,Early,,,7.237,7.806,34.722,Clinical
,Early,,,6.977,4.812,0.0,Clinical
,Early,,,7.115,8.829,28.411,Clinical
,Early,,,6.978,6.25,44.3,Clinical
,Early,,,6.949,3.813,0.0,Clinical
,Early,,,6.718,2.235,0.0,Clinical
,Early,,,7.335,6.279,54.262,Clinical
,Early,,,7.377,6.578,92.798,Clinical
,Early,,,6.883,6.871,68.624,Clinical
,Early,,,7.06,4.082,0.0,Clinical
,Early,,,6.69,4.078,0.0,Clinical
,Early,,,6.606,7.285,121.123,Clinical
,Early,,,7.681,5.447,29.171,Clinical
,Early,,,6.524,3.658,0.0,Clinical
,Early,,,7.436,5.944,83.726,Clinical
,Early,,,7.207,8.769,43.966,Clinical
,Early,,,7.443,7.848,44.552,Clinical
,Early,,,7.353,6.665,44.613,Clinical
,Mid,,,5.857,3.37,2.982,Healthy
,Mid,,,6.45,4.909,0.99,Healthy
,Mid,,,5.889,4.769,0.0,Healthy
,Mid,,,6.151,4.139,1.167,Healthy
,Mid,,,6.321,4.528,2.721,Healthy
,Mid,,,6.979,3.903,0.365,Healthy
,Mid,,,7.31,5.56,1.263,Healthy
,Mid,,,6.703,2.962,0.0,Healthy
,Mid,,,7.816,4.483,0.572,Healthy
,Mid,,,7.0,3.491,0.0,Healthy
,Mid,,,6.879,4.107,0.731,Healthy
,Mid,,,6.986,4.985,2.898,Healthy
,Mid,,,6.206,4.433,1.258,Healthy
,Mid,,,6.78,4.146,0.854,Healthy
,Mid,,,5.737,3.815,0.0,Healthy
,Mid,,,5.648,3.981,0.971,Healthy
,Mid,,,7.014,4.351,2.153,Healthy
,Mid,,,6.847,4.911,1.027,Healthy
,Mid,,,6.558,4.659,1.892,Healthy
,Mid,,,5.5,3.445,3.152,Healthy
,Mid,,,6.191,3.582,0.734,Healthy
,Mid,,,6.675,5.371,1.012,Healthy
,Mid,,,6.977,5.108,2.439,Healthy
,Mid,,,6.694,5.258,4.209,Healthy
,Mid,,,5.627,4.397,1.167,Healthy
,Mid,,,6.502,4.401,1.233,Healthy
,Mid,,,7.308,4.81,0.511,Healthy
,Mid,,,6.167,4.26,3.123,Healthy
,Mid,,,6.884,3.944,4.782,Healthy
,Mid,,,6.641,5.412,2.814,Healthy
,Mid,,,6.834,5.205,4.705,Healthy
,Mid,,,7.211,5.478,2.786,Healthy
,Mid,,,6.038,4.294,2.678,Healthy
,Mid,,,6.29,5.02,4.669,Healthy
,Mid,,,5.79,3.236,0.0,Healthy
,Mid,,,6.671,4.054,3.113,Healthy
,Mid,,,6.755,4.541,0.0,Healthy
,Mid,,,5.503,3.902,0.0,Healthy
,Mid,,,7.179,4.668,7.157,Healthy
,Mid,,,8.0,5.264,2.988,Healthy
,Mid,,,7.167,6.085,1.618,Healthy
,Mid,,,5.5,2.988,0.0,Healthy
,Mid,,,6.808,5.364,1.123,Healthy
,Mid,,,5.5,3.87,0.0,Healthy
,Mid,,,5.5,3.465,0.952,Healthy
,Mid,,,6.362,3.902,0.422,Healthy
,Mid,,,6.183,3.103,0.0,Healthy
,Mid,,,6.825,4.803,2.426,Healthy
,Mid,,,5.733,3.7,0.0,Healthy
,Mid,,,6.579,5.488,0.829,Healthy
,Mid,,,6.028,4.285,3.166,Healthy
,Mid,,,6.127,3.568,0.0,Healthy
,Mid,,,6.524,5.922,4.25,Healthy
,Mid,,,6.434,4.546,1.661,Healthy
,Mid,,,5.865,4.555,1.923,Healthy
,Mid,,,6.463,3.572,2.248,Healthy
,Mid,,,6.929,4.201,2.843,Healthy
,Mid,,,6.092,3.476,0.0,Healthy
,Mid,,,5.5,3.833,0.0,Healthy
,Mid,,,5.566,2.14,0.0,Healthy
,Mid,,,6.342,3.989,0.0,Healthy
,Mid,,,5.606,4.111,0.0,Healthy
,Mid,,,6.678,3.782,0.846,Healthy
,Mid,,,7.388,5.376,2.514,Healthy
,Mid,,,6.635,4.248,1.278,Healthy
,Mid,,,6.216,4.03,1.173,Healthy
,Mid,,,5.735,3.062,0.0,Healthy
,Mid,,,5.5,2.621,0.0,Healthy
,Mid,,,5.807,4.28,1.186,Healthy
,Mid,,,5.5,3.879,1.623,Healthy
,Mid,,,5.734,4.161,0.0,Healthy
,Mid,,,6.52,3.388,0.0,Healthy
,Mid,,,6.174,4.034,0.206,Healthy
,Mid,,,5.597,3.443,0.224,Healthy
,Mid,,,6.418,4.428,0.436,Healthy
,Mid,,,7.294,3.964,1.748,Healthy
,Mid,,,7.301,5.238,2.615,Healthy
,Mid,,,6.07,4.853,0.0,Healthy
,Mid,,,5.752,3.546,1.947,Healthy
,Mid,,,6.723,3.749,0.029,Healthy
,Mid,,,6.008,3.476,1.487,Healthy
,Mid,,,5.5,4.892,3.302,Healthy
,Mid,,,7.235,4.472,1.507,Healthy
,Mid,,,5.5,3.23,0.211,Healthy
,Mid,,,7.383,4.076,0.592,Healthy
,Mid,,,6.341,3.17,0.479,Healthy
,Mid,,,5.929,3.818,0.0,Healthy
,Mid,,,5.882,3.931,0.27,Healthy
,Mid,,,6.182,3.576,0.638,Healthy
,Mid,,,7.641,5.2,4.526,Healthy
,Mid,,,5.5,3.773,0.0,Healthy
,Mid,,,5.5,3.045,1.023,Healthy
,Mid,,,7.134,4.946,0.028,Healthy
,Mid,,,6.309,4.448,1.778,Healthy
,Mid,,,5.5,2.756,0.0,Healthy
,Mid,,,6.836,2.883,0.0,Healthy
,Mid,,,6.553,5.028,3.54,Healthy
,Mid,,,6.869,3.973,0.0,Healthy
,Mid,,,6.167,4.891,4.35,Healthy
,Mid,,,6.962,4.975,3.055,Healthy
,Mid,,,6.37,4.399,5.776,Subclinical
,Mid,,,6.091,6.244,4.219,Subclinical
,Mid,,,7.724,4.261,4.106,Subclinical
,Mid,,,6.24,2.689,1.483,Subclinical
,Mid,,,7.497,4.71,0.949,Subclinical
,Mid,,,6.704,4.803,4.359,Subclinical
,Mid,,,7.454,5.626,7.633,Subclinical
,Mid,,,6.931,4.726,0.636,Subclinical
,Mid,,,6.581,4.369,4.583,Subclinical
,Mid,,,7.103,3.886,2.858,Subclinical
,Mid,,,7.254,7.36,7.731,Subclinical
,Mid,,,7.318,5.63,5.093,Subclinical
,Mid,,,7.67,4.294,2.527,Subclinical
,Mid,,,6.214,4.859,5.465,Subclinical
,Mid,,,6.34,1.6,0.0,Subclinical
,Mid,,,7.428,6.33,5.916,Subclinical
,Mid,,,6.568,3.201,2.604,Subclinical
,Mid,,,6.169,7.023,6.575,Subclinical
,Mid,,,6.352,3.791,2.124,Subclinical
,Mid,,,6.598,6.166,5.131,Subclinical
,Mid,,,6.243,6.741,5.408,Subclinical
,Mid,,,7.324,4.817,4.206,Subclinical
,Mid,,,6.994,2.901,4.962,Subclinical
,Mid,,,7.699,5.471,2.469,Subclinical
,Mid,,,7.02,5.349,4.673,Subclinical
,Mid,,,6.908,5.745,6.926,Subclinical
,Mid,,,7.179,4.125,5.162,Subclinical
,Mid,,,7.951,10.083,7.289,Subclinical
,Mid,,,6.945,2.614,2.149,Subclinical
,Mid,,,6.375,6.92,4.216,Subclinical
,Mid,,,5.554,3.123,0.0,Subclinical
,Mid,,,7.311,3.02,1.761,Subclinical
,Mid,,,5.5,3.014,4.026,Subclinical
,Mid,,,7.03,4.196,2.814,Subclinical
,Mid,,,6.783,5.572,1.9,Subclinical
,Mid,,,7.197,2.117,0.0,Subclinical
,Mid,,,6.418,5.386,3.996,Subclinical
,Mid,,,5.758,2.709,1.354,Subclinical
,Mid,,,6.713,4.211,1.984,Subclinical
,Mid,,,7.271,4.873,3.48,Subclinical
,Mid,,,8.0,4.88,0.725,Subclinical
,Mid,,,7.334,4.742,2.965,Subclinical
,Mid,,,6.208,4.07,5.274,Subclinical
,Mid,,,7.348,6.644,3.066,Subclinical
,Mid,,,5.941,0.631,0.0,Subclinical
,Mid,,,7.459,6.338,4.819,Subclinical
,Mid,,,6.754,4.119,3.072,Subclinical
,Mid,,,7.321,3.581,2.812,Subclinical
,Mid,,,7.441,5.178,5.187,Subclinical
,Mid,,,8.0,6.984,6.867,Subclinical
,Mid,,,6.239,4.643,3.929,Subclinical
,Mid,,,6.91,3.879,2.862,Subclinical
,Mid,,,7.823,6.637,7.244,Subclinical
,Mid,,,6.599,5.719,4.825,Subclinical
,Mid,,,6.085,4.65,1.414,Subclinical
,Mid,,,6.314,4.733,3.761,Subclinical
,Mid,,,5.914,5.37,4.797,Subclinical
,Mid,,,6.263,2.563,0.736,Subclinical
,Mid,,,6.449,4.781,2.714,Subclinical
,Mid,,,5.5,2.984,0.672,Subclinical
,Mid,,,7.226,4.605,6.213,Subclinical
,Mid,,,5.5,5.138,3.067,Subclinical
,Mid,,,7.389,5.729,6.499,Subclinical
,Mid,,,6.491,3.341,4.28,Subclinical
,Mid,,,6.688,5.165,5.906,Subclinical
,Mid,,,6.027,4.928,2.376,Subclinical
,Mid,,,6.675,4.968,1.017,Subclinical
,Mid,,,6.209,6.045,6.108,Subclinical
,Mid,,,6.725,5.23,3.366,Subclinical
,Mid,,,7.747,5.762,5.066,Subclinical
,Mid,,,7.595,4.896,6.4,Subclinical
,Mid,,,5.668,5.817,3.585,Subclinical
,Mid,,,6.595,2.481,0.202,Subclinical
,Mid,,,6.021,3.448,1.611,Subclinical
,Mid,,,7.46,5.96,5.332,Subclinical
,Mid,,,5.981,3.072,4.523,Subclinical
,Mid,,,6.241,6.451,4.606,Subclinical
,Mid,,,6.772,6.293,7.162,Subclinical
,Mid,,,6.69,4.421,2.923,Subclinical
,Mid,,,7.013,6.328,5.087,Subclinical
,Mid,,,7.216,7.455,6.954,Subclinical
,Mid,,,6.994,3.356,0.0,Subclinical
,Mid,,,7.05,5.158,2.992,Subclinical
,Mid,,,6.945,5.09,5.707,Subclinical
,Mid,,,6.832,4.13,4.446,Subclinical
,Mid,,,6.614,5.46,3.265,Subclinical
,Mid,,,6.302,4.591,3.124,Subclinical
,Mid,,,7.115,5.014,0.596,Subclinical
,Mid,,,6.458,5.624,3.706,Subclinical
,Mid,,,6.593,6.001,3.421,Subclinical
,Mid,,,5.659,3.615,1.103,Subclinical
,Mid,,,6.074,4.033,3.309,Subclinical
,Mid,,,6.763,5.349,7.106,Subclinical
,Mid,,,6.523,5.061,2.773,Subclinical
,Mid,,,6.161,3.623,1.242,Subclinical
,Mid,,,7.029,8.129,5.731,Subclinical
,Mid,,,6.47,4.587,3.816,Subclinical
,Mid,,,6.96,6.752,1.356,Subclinical
,Mid,,,5.5,2.565,2.571,Subclinical
,Mid,,,5.643,0.111,0.0,Subclinical
,Mid,,,7.098,4.078,0.0,Clinical
,Mid,,,6.661,4.836,0.0,Clinical
,Mid,,,7.188,1.367,0.0,Clinical
,Mid,,,6.605,4.056,0.0,Clinical
,Mid,,,7.297,3.36,0.0,Clinical
,Mid,,,7.211,9.368,51.675,Clinical
,Mid,,,7.127,2.96,0.0,Clinical
,Mid,,,7.314,6.53,63.836,Clinical
,Mid,,,6.516,5.105,59.225,Clinical
,Mid,,,7.161,6.563,30.375,Clinical
,Mid,,,6.444,6.307,4.273,Clinical
,Mid,,,7.192,3.553,0.0,Clinical
,Mid,,,7.527,6.57,73.667,Clinical
,Mid,,,6.982,2.477,3.233,Clinical
,Mid,,,6.798,6.222,23.771,Clinical
,Mid,,,6.454,4.33,58.317,Clinical
,Mid,,,7.187,6.077,54.361,Clinical
,Mid,,,7.086,6.232,0.0,Clinical
,Mid,,,7.094,7.647,19.645,Clinical
,Mid,,,7.523,6.989,13.469,Clinical
,Mid,,,7.369,6.216,48.699,Clinical
,Mid,,,6.905,5.255,25.767,Clinical
,Mid,,,7.115,2.603,0.0,Clinical
,Mid,,,7.345,6.405,15.025,Clinical
,Mid,,,6.521,2.427,0.0,Clinical
,Mid,,,6.974,4.547,0.0,Clinical
,Mid,,,6.985,6.202,82.722,Clinical
,Mid,,,6.466,6.038,45.333,Clinical
,Mid,,,6.73,5.191,0.0,Clinical
,Mid,,,7.077,8.395,68.963,Clinical
,Mid,,,7.193,5.465,0.0,Clinical
,Mid,,,6.935,7.475,0.0,Clinical
,Mid,,,6.63,4.774,0.0,Clinical
,Mid,,,6.725,4.121,0.0,Clinical
,Mid,,,6.659,5.83,0.0,Clinical
,Mid,,,6.435,2.935,0.096,Clinical
,Mid,,,6.939,4.673,6.312,Clinical
,Mid,,,6.382,4.675,11.406,Clinical
,Mid,,,6.863,6.928,0.811,Clinical
,Mid,,,7.416,7.095,29.315,Clinical
,Mid,,,7.003,5.459,49.329,Clinical
,Mid,,,6.622,3.255,14.013,Clinical
,Mid,,,6.796,6.556,74.602,Clinical
,Mid,,,6.865,6.389,0.0,Clinical
,Mid,,,7.282,6.782,46.991,Clinical
,Mid,,,6.778,2.19,0.0,Clinical
,Mid,,,6.267,2.977,5.127,Clinical
,Mid,,,7.079,9.141,89.89,Clinical
,Mid,,,6.775,5.025,6.799,Clinical
,Mid,,,6.44,2.429,0.0,Clinical
,Mid,,,6.277,3.619,0.0,Clinical
,Mid,,,6.408,4.598,19.947,Clinical
,Mid,,,7.092,5.351,31.149,Clinical
,Mid,,,7.255,6.886,11.847,Clinical
,Mid,,,7.11,7.961,30.321,Clinical
,Mid,,,7.765,6.96,40.703,Clinical
,Mid,,,6.768,5.336,0.0,Clinical
,Mid,,,6.813,3.252,0.0,Clinical
,Mid,,,7.368,7.784,0.0,Clinical
,Mid,,,7.745,8.284,34.297,Clinical
,Mid,,,7.067,6.12,5.321,Clinical
,Mid,,,7.081,4.843,0.0,Clinical
,Mid,,,6.763,2.533,0.0,Clinical
,Mid,,,7.221,7.137,60.566,Clinical
,Mid,,,7.127,5.101,35.27,Clinical
,Mid,,,6.521,2.729,0.0,Clinical
,Mid,,,7.399,8.372,67.928,Clinical
,Mid,,,7.396,5.296,26.092,Clinical
,Mid,,,6.965,6.956,30.217,Clinical
,Mid,,,6.871,6.17,47.459,Clinical
,Mid,,,6.769,4.861,0.0,Clinical
,Mid,,,6.111,3.396,0.0,Clinical
,Mid,,,7.104,2.65,0.0,Clinical
,Mid,,,6.211,5.656,0.0,Clinical
,Mid,,,7.462,8.56,32.005,Clinical
,Mid,,,6.602,5.07,0.0,Clinical
,Mid,,,7.047,4.954,0.0,Clinical
,Mid,,,6.207,3.719,0.0,Clinical
,Mid,,,6.811,6.256,56.337,Clinical
,Mid,,,6.912,4.803,20.422,Clinical
,Mid,,,6.522,4.623,16.565,Clinical
,Mid,,,7.255,3.107,0.0,Clinical
,Mid,,,6.694,4.914,19.528,Clinical
,Mid,,,7.549,6.385,17.118,Clinical
,Mid,,,7.424,7.357,77.38,Clinical
,Mid,,,7.114,4.012,0.0,Clinical
,Mid,,,6.451,5.159,40.399,Clinical
,Mid,,,7.676,9.006,96.778,Clinical
,Mid,,,6.801,3.109,8.425,Clinical
,Mid,,,7.16,6.276,37.404,Clinical
,Mid,,,7.126,8.158,85.682,Clinical
,Mid,,,7.206,7.651,58.257,Clinical
,Mid,,,6.844,6.454,0.0,Clinical
,Mid,,,7.389,4.746,17.511,Clinical
,Mid,,,6.706,5.712,15.1,Clinical
,Mid,,,6.436,4.708,0.0,Clinical
,Mid,,,7.327,6.58,42.694,Clinical
,Mid,,,6.665,3.67,0.0,Clinical
,Mid,,,7.318,9.377,43.606,Clinical
,Mid,,,7.398,3.128,0.0,Clinical
,Late,,,6.315,3.001,0.0,Healthy
,Late,,,6.809,4.522,1.897,Healthy
,Late,,,6.909,5.02,2.626,Healthy
,Late,,,6.635,3.549,1.605,Healthy
,Late,,,6.448,3.495,0.369,Healthy
,Late,,,6.331,3.738,1.038,Healthy
,Late,,,6.785,3.968,0.595,Healthy
,Late,,,7.047,5.379,4.289,Healthy
,Late,,,7.085,5.925,1.597,Healthy
,Late,,,6.935,4.811,1.331,Healthy
,Late,,,6.72,5.293,2.677,Healthy
,Late,,,6.344,4.642,0.947,Healthy
,Late,,,6.738,4.36,1.183,Healthy
,Late,,,6.936,4.057,2.956,Healthy
,Late,,,6.004,3.17,0.468,Healthy
,Late,,,6.87,4.69,1.661,Healthy
,Late,,,6.808,4.507,2.818,Healthy
,Late,,,6.962,5.555,1.623,Healthy
,Late,,,6.631,4.222,0.306,Healthy
,Late,,,6.79,4.249,1.902,Healthy
,Late,,,6.275,5.299,1.278,Healthy
,Late,,,6.739,5.2,1.611,Healthy
,Late,,,6.967,3.953,2.417,Healthy
,Late,,,6.665,4.04,0.803,Healthy
,Late,,,6.951,4.426,0.808,Healthy
,Late,,,6.58,3.484,2.236,Healthy
,Late,,,6.456,4.858,1.95,Healthy
,Late,,,6.306,4.019,1.689,Healthy
,Late,,,6.592,5.314,3.142,Healthy
,Late,,,6.991,4.573,0.646,Healthy
,Late,,,6.439,4.35,1.8,Healthy
,Late,,,5.878,3.456,0.496,Healthy
,Late,,,6.56,5.347,2.61,Healthy
,Late,,,7.132,4.945,2.874,Healthy
,Late,,,7.249,6.268,2.22,Healthy
,Late,,,6.569,4.106,1.563,Healthy
,Late,,,6.907,4.173,1.323,Healthy
,Late,,,5.933,4.637,0.95,Healthy
,Late,,,6.68,4.279,2.353,Healthy
,Late,,,5.638,3.134,0.0,Healthy
,Late,,,6.497,5.597,1.611,Healthy
,Late,,,6.938,5.128,3.287,Healthy
,Late,,,6.42,3.613,1.642,Healthy
,Late,,,6.813,3.509,0.144,Healthy
,Late,,,6.799,5.314,1.629,Healthy
,Late,,,5.611,3.511,0.0,Healthy
,Late,,,5.934,1.367,0.0,Healthy
,Late,,,6.706,4.378,2.672,Healthy
,Late,,,6.889,6.029,1.635,Healthy
,Late,,,6.648,3.236,0.142,Healthy
,Late,,,6.57,4.852,1.823,Healthy
,Late,,,6.884,5.324,4.271,Healthy
,Late,,,6.546,3.62,0.898,Healthy
,Late,,,6.371,5.245,1.82,Healthy
,Late,,,6.456,3.861,1.526,Healthy
,Late,,,6.603,3.924,2.493,Healthy
,Late,,,6.352,4.112,1.662,Healthy
,Late,,,6.073,4.085,0.0,Healthy
,Late,,,6.956,4.143,1.884,Healthy
,Late,,,7.058,5.673,2.875,Healthy
,Late,,,6.577,3.939,2.321,Healthy
,Late,,,6.408,3.365,1.02,Healthy
,Late,,,6.373,3.386,0.0,Healthy
,Late,,,6.486,4.198,1.397,Healthy
,Late,,,7.002,5.344,2.158,Healthy
,Late,,,6.589,4.787,2.9,Healthy
,Late,,,6.705,4.191,0.309,Healthy
,Late,,,6.14,4.316,1.721,Healthy
,Late,,,6.868,4.665,2.987,Healthy
,Late,,,6.486,4.992,1.849,Healthy
,Late,,,6.441,4.656,1.949,Healthy
,Late,,,6.789,4.721,1.686,Healthy
,Late,,,7.52,6.527,4.195,Healthy
,Late,,,6.7,5.314,2.706,Healthy
,Late,,,6.669,4.27,1.211,Healthy
,Late,,,5.519,3.15,0.0,Healthy
,Late,,,7.233,5.259,1.222,Healthy
,Late,,,6.642,3.666,1.173,Healthy
,Late,,,6.765,5.361,1.559,Healthy
,Late,,,6.672,3.461,1.208,Healthy
,Late,,,6.847,5.115,2.09,Healthy
,Late,,,6.809,5.914,2.532,Healthy
,Late,,,6.71,3.724,0.007,Healthy
,Late,,,6.695,5.381,2.051,Healthy
,Late,,,6.575,4.067,0.586,Healthy
,Late,,,6.766,3.484,1.787,Healthy
,Late,,,6.42,4.728,0.46,Healthy
,Late,,,6.901,5.321,2.641,Healthy
,Late,,,6.302,4.21,0.046,Healthy
,Late,,,6.569,5.158,2.789,Healthy
,Late,,,6.665,3.751,1.414,Healthy
,Late,,,6.667,2.723,0.62,Healthy
,Late,,,6.651,5.399,1.283,Healthy
,Late,,,5.516,3.2,0.295,Healthy
,Late,,,6.051,2.941,2.473,Healthy
,Late,,,6.55,4.905,1.223,Healthy
,Late,,,5.907,3.37,0.036,Healthy
,Late,,,6.516,4.213,1.438,Healthy
,Late,,,6.606,3.451,0.984,Healthy
,Late,,,5.958,1.998,0.0,Healthy
,Late,,,7.063,5.116,2.17,Subclinical
,Late,,,6.625,4.384,0.67,Subclinical
,Late,,,6.614,5.069,6.008,Subclinical
,Late,,,6.729,5.3,1.542,Subclinical
,Late,,,7.117,4.617,3.956,Subclinical
,Late,,,6.791,5.813,3.795,Subclinical
,Late,,,7.106,5.003,3.82,Subclinical
,Late,,,6.814,4.186,2.759,Subclinical
,Late,,,6.857,5.075,4.171,Subclinical
,Late,,,7.167,6.005,3.963,Subclinical
,Late,,,7.193,4.423,4.12,Subclinical
,Late,,,7.103,3.75,2.42,Subclinical
,Late,,,6.711,4.117,4.597,Subclinical
,Late,,,6.645,3.993,2.549,Subclinical
,Late,,,7.127,5.136,5.934,Subclinical
,Late,,,7.071,3.504,1.158,Subclinical
,Late,,,6.678,5.021,0.098,Subclinical
,Late,,,7.798,6.533,6.702,Subclinical
,Late,,,7.305,7.273,8.588,Subclinical
,Late,,,7.222,5.469,4.548,Subclinical
,Late,,,6.709,4.062,1.568,Subclinical
,Late,,,6.394,4.223,0.219,Subclinical
,Late,,,6.949,4.983,4.169,Subclinical
,Late,,,6.692,7.028,8.7,Subclinical
,Late,,,6.432,4.509,2.198,Subclinical
,Late,,,6.515,3.414,2.196,Subclinical
,Late,,,6.635,5.338,5.767,Subclinical
,Late,,,7.375,4.918,4.728,Subclinical
,Late,,,7.108,4.856,2.726,Subclinical
,Late,,,7.459,5.856,6.316,Subclinical
,Late,,,6.584,3.598,1.033,Subclinical
,Late,,,6.835,4.047,2.578,Subclinical
,Late,,,6.272,3.263,2.231,Subclinical
,Late,,,7.097,4.906,2.435,Subclinical
,Late,,,6.51,4.148,3.535,Subclinical
,Late,,,7.214,4.979,2.39,Subclinical
,Late,,,6.976,4.416,2.42,Subclinical
,Late,,,7.357,6.18,6.038,Subclinical
,Late,,,6.422,4.48,4.572,Subclinical
,Late,,,6.745,5.776,6.862,Subclinical
,Late,,,7.479,5.941,6.373,Subclinical
,Late,,,7.389,5.932,4.747,Subclinical
,Late,,,6.719,4.89,1.863,Subclinical
,Late,,,6.828,5.692,1.732,Subclinical
,Late,,,7.432,6.506,5.632,Subclinical
,Late,,,7.076,5.18,6.067,Subclinical
,Late,,,7.234,4.314,3.982,Subclinical
,Late,,,6.806,4.886,2.707,Subclinical
,Late,,,7.509,6.544,5.312,Subclinical
,Late,,,6.4,3.993,2.968,Subclinical
,Late,,,6.966,5.993,6.53,Subclinical
,Late,,,7.229,5.629,2.969,Subclinical
,Late,,,6.81,5.639,4.748,Subclinical
,Late,,,7.061,4.914,2.415,Subclinical
,Late,,,6.836,5.098,3.123,Subclinical
,Late,,,6.795,4.089,4.257,Subclinical
,Late,,,6.774,5.893,7.38,Subclinical
,Late,,,6.851,4.11,0.0,Subclinical
,Late,,,6.35,3.172,3.158,Subclinical
,Late,,,6.922,5.273,1.138,Subclinical
,Late,,,6.449,5.032,4.236,Subclinical
,Late,,,6.827,5.283,6.698,Subclinical
,Late,,,6.8,4.868,4.014,Subclinical
,Late,,,7.741,4.446,4.514,Subclinical
,Late,,,6.839,5.299,3.405,Subclinical
,Late,,,6.862,5.441,9.075,Subclinical
,Late,,,7.171,4.653,2.97,Subclinical
,Late,,,6.717,3.331,1.058,Subclinical
,Late,,,7.144,4.292,4.582,Subclinical
,Late,,,7.056,4.589,3.241,Subclinical
,Late,,,7.455,6.238,5.944,Subclinical
,Late,,,6.794,4.866,2.988,Subclinical
,Late,,,6.122,5.487,4.553,Subclinical
,Late,,,7.023,5.064,3.037,Subclinical
,Late,,,6.813,3.608,5.263,Subclinical
,Late,,,6.436,3.546,1.086,Subclinical
,Late,,,7.344,5.541,3.114,Subclinical
,Late,,,7.332,6.073,6.428,Subclinical
,Late,,,7.138,7.092,10.167,Subclinical
,Late,,,6.633,5.838,5.586,Subclinical
,Late,,,7.06,3.861,2.176,Subclinical
,Late,,,6.587,5.169,5.622,Subclinical
,Late,,,6.133,3.921,3.753,Subclinical
,Late,,,6.813,5.39,4.982,Subclinical
,Late,,,7.003,4.874,2.064,Subclinical
,Late,,,6.476,4.932,3.72,Subclinical
,Late,,,6.83,4.53,2.829,Subclinical
,Late,,,7.257,5.159,2.389,Subclinical
,Late,,,7.148,5.115,4.27,Subclinical
,Late,,,7.459,5.665,5.545,Subclinical
,Late,,,6.456,4.194,3.527,Subclinical
,Late,,,6.32,4.337,2.937,Subclinical
,Late,,,6.895,5.733,5.475,Subclinical
,Late,,,7.412,4.859,4.169,Subclinical
,Late,,,6.91,4.142,4.142,Subclinical
,Late,,,7.717,6.007,6.445,Subclinical
,Late,,,6.91,4.414,0.503,Subclinical
,Late,,,6.626,3.52,4.234,Subclinical
,Late,,,6.839,4.601,4.661,Subclinical
,Late,,,6.476,3.802,2.199,Subclinical
,Late,,,7.42,8.245,48.832,Clinical
,Late,,,7.078,6.873,37.167,Clinical
,Late,,,6.679,4.804,0.0,Clinical
,Late,,,7.079,5.123,67.097,Clinical
,Late,,,7.036,3.136,6.158,Clinical
,Late,,,7.237,9.949,44.348,Clinical
,Late,,,6.48,5.658,0.0,Clinical
,Late,,,6.893,4.93,18.51,Clinical
,Late,,,7.298,5.468,20.488,Clinical
,Late,,,7.045,6.26,31.084,Clinical
,Late,,,7.207,8.196,50.001,Clinical
,Late,,,7.213,3.389,12.01,Clinical
,Late,,,7.223,8.021,29.633,Clinical
,Late,,,6.813,4.026,22.87,Clinical
,Late,,,7.422,6.442,48.585,Clinical
,Late,,,7.094,5.885,23.343,Clinical
,Late,,,7.319,7.547,79.72,Clinical
,Late,,,6.743,5.962,16.444,Clinical
,Late,,,6.737,4.888,21.126,Clinical
,Late,,,8.0,9.205,34.133,Clinical
,Late,,,7.148,2.187,1.168,Clinical
,Late,,,7.056,7.581,55.482,Clinical
,Late,,,6.869,5.06,6.873,Clinical
,Late,,,6.644,5.208,0.0,Clinical
,Late,,,6.901,3.489,19.979,Clinical
,Late,,,7.699,5.607,0.0,Clinical
,Late,,,7.005,5.858,30.357,Clinical
,Late,,,6.889,5.031,26.931,Clinical
