Season,LactationStage,Parity,MilkYield,pH,EC,SCC,Stage
,Early,,,7.012,5.568,24.199,Clinical
,Early,,,7.0,5.505,24.645,Clinical
,Early,,,7.008,5.566,17.638,Clinical
,Early,,,6.964,5.456,17.611,Clinical
,Early,,,6.978,5.474,21.824,Clinical
,Early,,,7.004,5.442,17.096,Clinical
,Early,,,6.974,5.43,15.655,Clinical
,Early,,,6.98,5.385,15.222,Clinical
,Early,,,6.979,5.267,17.411,Clinical
,Early,,,7.012,5.51,19.364,Clinical
,Early,,,6.967,5.556,24.663,Clinical
,Early,,,6.993,5.566,21.026,Clinical
,Early,,,6.963,5.406,16.218,Clinical
,Early,,,6.981,5.456,17.244,Clinical
,Early,,,6.988,5.49,15.87,Clinical
,Early,,,6.976,5.372,17.561,Clinical
,Early,,,6.948,5.48,21.116,Clinical
,Early,,,6.984,5.3,12.417,Clinical
,Early,,,6.989,5.419,15.288,Clinical
,Early,,,7.021,5.6,19.56,Clinical
,Early,,,6.958,5.401,15.161,Clinical
,Early,,,7.0,5.474,19.466,Clinical
,Early,,,7.029,5.627,22.557,Clinical
,Early,,,6.986,5.458,20.502,Clinical
,Early,,,6.977,5.467,17.84,Clinical
,Early,,,6.98,5.376,16.084,Clinical
,Early,,,6.989,5.521,18.018,Clinical
,Early,,,7.014,5.482,22.803,Clinical
,Early,,,6.955,5.446,18.049,Clinical
,Early,,,6.974,5.485,21.33,Clinical
,Early,,,6.946,5.431,10.206,Clinical
,Early,,,6.971,5.56,18.716,Clinical
,Early,,,6.967,5.427,21.608,Clinical
,Early,,,6.953,5.341,17.726,Clinical
,Early,,,7.027,5.561,17.829,Clinical
,Early,,,7.032,5.687,26.0,Clinical
,Early,,,6.974,5.452,16.89,Clinical
,Early,,,6.997,5.603,23.787,Clinical
,Early,,,6.968,5.538,20.304,Clinical
,Early,,,7.004,5.619,19.401,Clinical
,Early,,,6.989,5.452,13.611,Clinical
,Early,,,6.997,5.675,19.051,Clinical
,Early,,,6.989,5.532,19.933,Clinical
,Early,,,6.988,5.397,16.534,Clinical
,Early,,,6.975,5.309,16.38,Clinical
,Early,,,7.009,5.534,20.487,Clinical
,Early,,,7.011,5.55,22.628,Clinical
,Early,,,6.984,5.567,21.285,Clinical
,Early,,,6.994,5.412,17.147,Clinical
,Early,,,6.973,5.412,14.167,Clinical
,Early,,,6.969,5.59,24.201,Clinical
,Early,,,7.028,5.488,19.093,Clinical
,Early,,,6.964,5.388,13.17,Clinical
,Early,,,7.015,5.515,22.124,Clinical
,Early,,,7.002,5.672,19.915,Clinical
,Early,,,7.015,5.621,19.947,Clinical
,Early,,,7.01,5.555,19.951,Clinical
,Mid,,,6.417,4.258,1.412,Healthy
,Mid,,,6.45,4.343,1.302,Healthy
,Mid,,,6.419,4.336,1.234,Healthy
,Mid,,,6.433,4.301,1.312,Healthy
,Mid,,,6.443,4.322,1.398,Healthy
,Mid,,,6.479,4.287,1.267,Healthy
,Mid,,,6.498,4.379,1.317,Healthy
,Mid,,,6.464,4.235,1.212,Healthy
,Mid,,,6.526,4.32,1.278,Healthy
,Mid,,,6.481,4.264,1.201,Healthy
,Mid,,,6.474,4.299,1.287,Healthy
,Mid,,,6.48,4.347,1.408,Healthy
,Mid,,,6.436,4.317,1.317,Healthy
,Mid,,,6.468,4.301,1.294,Healthy
,Mid,,,6.41,4.282,1.198,Healthy
,Mid,,,6.405,4.292,1.301,Healthy
,Mid,,,6.481,4.312,1.366,Healthy
,Mid,,,6.472,4.343,1.304,Healthy
,Mid,,,6.456,4.329,1.352,Healthy
,Mid,,,6.367,4.262,1.422,Healthy
,Mid,,,6.436,4.27,1.287,Healthy
,Mid,,,6.462,4.369,1.303,Healthy
,Mid,,,6.479,4.354,1.382,Healthy
,Mid,,,6.464,4.363,1.48,Healthy
,Mid,,,6.404,4.315,1.312,Healthy
,Mid,,,6.453,4.315,1.315,Healthy
,Mid,,,6.498,4.338,1.275,Healthy
,Mid,,,6.434,4.307,1.42,Healthy
,Mid,,,6.474,4.29,1.512,Healthy
,Mid,,,6.461,4.371,1.403,Healthy
,Mid,,,6.471,4.36,1.508,Healthy
,Mid,,,6.492,4.375,1.401,Healthy
,Mid,,,6.427,4.309,1.395,Healthy
,Mid,,,6.441,4.349,1.506,Healthy
,Mid,,,6.413,4.25,1.208,Healthy
,Mid,,,6.462,4.296,1.42,Healthy
,Mid,,,6.467,4.323,1.217,Healthy
,Mid,,,6.397,4.287,1.086,Healthy
,Mid,,,6.491,4.33,1.644,Healthy
,Mid,,,6.542,4.363,1.413,Healthy
,Mid,,,6.49,4.409,1.337,Healthy
,Mid,,,6.379,4.237,1.242,Healthy
,Mid,,,6.47,4.369,1.309,Healthy
,Mid,,,6.357,4.286,1.189,Healthy
,Mid,,,6.369,4.263,1.3,Healthy
,Mid,,,6.445,4.287,1.27,Healthy
,Mid,,,6.435,4.243,1.151,Healthy
,Mid,,,6.471,4.337,1.381,Healthy
,Mid,,,6.41,4.276,1.068,Healthy
,Mid,,,6.457,4.375,1.293,Healthy
,Mid,,,6.427,4.309,1.423,Healthy
,Mid,,,6.432,4.269,1.08,Healthy
,Mid,,,6.454,4.4,1.483,Healthy
,Mid,,,6.449,4.323,1.339,Healthy
,Mid,,,6.417,4.324,1.353,Healthy
,Mid,,,6.451,4.269,1.372,Healthy
,Mid,,,6.477,4.304,1.405,Healthy
,Mid,,,6.43,4.264,1.178,Healthy
,Mid,,,6.379,4.283,1.103,Healthy
,Mid,,,6.401,4.189,1.116,Healthy
,Mid,,,6.444,4.292,1.2,Healthy
,Mid,,,6.403,4.299,1.244,Healthy
,Mid,,,6.463,4.281,1.294,Healthy
,Mid,,,6.502,4.369,1.386,Healthy
,Mid,,,6.46,4.307,1.318,Healthy
,Mid,,,6.437,4.294,1.312,Healthy
,Mid,,,6.41,4.241,1.083,Healthy
,Mid,,,6.386,4.216,1.176,Healthy
,Mid,,,6.414,4.308,1.313,Healthy
,Mid,,,6.371,4.286,1.337,Healthy
,Mid,,,6.41,4.302,1.223,Healthy
,Mid,,,6.454,4.259,1.085,Healthy
,Mid,,,6.435,4.295,1.258,Healthy
,Mid,,,6.403,4.262,1.259,Healthy
,Mid,,,6.448,4.317,1.271,Healthy
,Mid,,,6.497,4.291,1.344,Healthy
,Mid,,,6.497,4.362,1.392,Healthy
,Mid,,,6.429,4.34,1.237,Healthy
,Mid,,,6.411,4.268,1.355,Healthy
,Mid,,,6.465,4.279,1.248,Healthy
,Mid,,,6.425,4.264,1.329,Healthy
,Mid,,,6.395,4.342,1.43,Healthy
,Mid,,,6.494,4.319,1.33,Healthy
,Mid,,,6.393,4.25,1.258,Healthy
,Mid,,,6.502,4.297,1.28,Healthy
,Mid,,,6.444,4.247,1.273,Healthy
,Mid,,,6.421,4.283,1.232,Healthy
,Mid,,,6.418,4.289,1.262,Healthy
,Mid,,,6.435,4.269,1.282,Healthy
,Mid,,,6.516,4.359,1.498,Healthy
,Mid,,,6.394,4.28,1.165,Healthy
,Mid,,,6.391,4.24,1.303,Healthy
,Mid,,,6.488,4.345,1.248,Healthy
,Mid,,,6.442,4.318,1.345,Healthy
,Mid,,,6.376,4.224,1.165,Healthy
,Mid,,,6.471,4.231,1.189,Healthy
,Mid,,,6.456,4.35,1.443,Healthy
,Mid,,,6.473,4.291,1.129,Healthy
,Mid,,,6.434,4.342,1.488,Healthy
,Mid,,,6.478,4.347,1.416,Healthy
,Mid,,,6.748,4.948,3.74,Subclinical
,Mid,,,6.732,5.05,3.653,Subclinical
,Mid,,,6.823,4.94,3.647,Subclinical
,Mid,,,6.741,4.853,3.501,Subclinical
,Mid,,,6.81,4.965,3.472,Subclinical
,Mid,,,6.766,4.97,3.661,Subclinical
,Mid,,,6.808,5.016,3.843,Subclinical
,Mid,,,6.779,4.966,3.454,Subclinical
,Mid,,,6.759,4.946,3.673,Subclinical
,Mid,,,6.788,4.919,3.578,Subclinical
,Mid,,,6.797,5.112,3.848,Subclinical
,Mid,,,6.8,5.016,3.702,Subclinical
,Mid,,,6.82,4.942,3.559,Subclinical
,Mid,,,6.739,4.973,3.723,Subclinical
,Mid,,,6.746,4.792,3.38,Subclinical
,Mid,,,6.807,5.055,3.748,Subclinical
,Mid,,,6.759,4.881,3.564,Subclinical
,Mid,,,6.737,5.093,3.784,Subclinical
,Mid,,,6.747,4.914,3.537,Subclinical
,Mid,,,6.76,5.046,3.704,Subclinical
,Mid,,,6.741,5.078,3.719,Subclinical
,Mid,,,6.801,4.971,3.653,Subclinical
,Mid,,,6.782,4.865,3.695,Subclinical
,Mid,,,6.822,5.007,3.556,Subclinical
,Mid,,,6.784,5.001,3.679,Subclinical
,Mid,,,6.778,5.023,3.804,Subclinical
,Mid,,,6.793,4.932,3.706,Subclinical
,Mid,,,6.836,5.263,3.824,Subclinical
,Mid,,,6.78,4.849,3.538,Subclinical
,Mid,,,6.748,5.088,3.653,Subclinical
,Mid,,,6.702,4.877,3.309,Subclinical
,Mid,,,6.8,4.871,3.517,Subclinical
,Mid,,,6.687,4.871,3.643,Subclinical
,Mid,,,6.784,4.936,3.575,Subclinical
,Mid,,,6.771,5.013,3.524,Subclinical
,Mid,,,6.794,4.821,3.4,Subclinical
,Mid,,,6.75,5.003,3.641,Subclinical
,Mid,,,6.714,4.854,3.494,Subclinical
,Mid,,,6.767,4.937,3.529,Subclinical
,Mid,,,6.798,4.974,3.612,Subclinical
,Mid,,,6.857,4.974,3.459,Subclinical
,Mid,,,6.801,4.967,3.584,Subclinical
,Mid,,,6.739,4.929,3.712,Subclinical
,Mid,,,6.802,5.072,3.589,Subclinical
,Mid,,,6.724,4.738,3.281,Subclinical
,Mid,,,6.808,5.055,3.687,Subclinical
,Mid,,,6.769,4.932,3.59,Subclinical
,Mid,,,6.801,4.902,3.575,Subclinical
,Mid,,,6.807,4.991,3.707,Subclinical
,Mid,,,6.883,5.091,3.8,Subclinical
,Mid,,,6.74,4.961,3.637,Subclinical
,Mid,,,6.778,4.919,3.578,Subclinical
,Mid,,,6.828,5.072,3.821,Subclinical
,Mid,,,6.761,5.021,3.687,Subclinical
,Mid,,,6.732,4.962,3.497,Subclinical
,Mid,,,6.745,4.966,3.628,Subclinical
,Mid,,,6.722,5.002,3.685,Subclinical
,Mid,,,6.742,4.846,3.46,Subclinical
,Mid,,,6.752,4.969,3.57,Subclinical
,Mid,,,6.69,4.869,3.456,Subclinical
,Mid,,,6.795,4.959,3.764,Subclinical
,Mid,,,6.694,4.989,3.589,Subclinical
,Mid,,,6.804,5.022,3.78,Subclinical
,Mid,,,6.755,4.889,3.657,Subclinical
,Mid,,,6.765,4.99,3.747,Subclinical
,Mid,,,6.729,4.977,3.551,Subclinical
,Mid,,,6.765,4.979,3.475,Subclinical
,Mid,,,6.739,5.039,3.758,Subclinical
,Mid,,,6.767,4.994,3.606,Subclinical
,Mid,,,6.824,5.023,3.7,Subclinical
,Mid,,,6.816,4.975,3.774,Subclinical
,Mid,,,6.709,5.026,3.618,Subclinical
,Mid,,,6.76,4.841,3.43,Subclinical
,Mid,,,6.728,4.895,3.508,Subclinical
,Mid,,,6.808,5.034,3.715,Subclinical
,Mid,,,6.726,4.874,3.67,Subclinical
,Mid,,,6.741,5.062,3.675,Subclinical
,Mid,,,6.77,5.053,3.817,Subclinical
,Mid,,,6.766,4.949,3.581,Subclinical
,Mid,,,6.784,5.055,3.702,Subclinical
,Mid,,,6.795,5.118,3.805,Subclinical
,Mid,,,6.782,4.89,3.279,Subclinical
,Mid,,,6.786,4.99,3.585,Subclinical
,Mid,,,6.78,4.986,3.736,Subclinical
,Mid,,,6.773,4.933,3.666,Subclinical
,Mid,,,6.761,5.007,3.6,Subclinical
,Mid,,,6.744,4.958,3.592,Subclinical
,Mid,,,6.789,4.982,3.452,Subclinical
,Mid,,,6.753,5.016,3.625,Subclinical
,Mid,,,6.76,5.037,3.609,Subclinical
,Mid,,,6.708,4.904,3.48,Subclinical
,Mid,,,6.731,4.927,3.603,Subclinical
,Mid,,,6.77,5.0,3.814,Subclinical
,Mid,,,6.756,4.985,3.573,Subclinical
,Mid,,,6.736,4.905,3.488,Subclinical
,Mid,,,6.784,5.155,3.737,Subclinical
,Mid,,,6.753,4.958,3.631,Subclinical
,Mid,,,6.781,5.078,3.494,Subclinical
,Mid,,,6.675,4.846,3.562,Subclinical
,Mid,,,6.707,4.709,3.378,Subclinical
,Mid,,,7.015,5.572,15.236,Clinical
,Mid,,,6.991,5.614,16.121,Clinical
,Mid,,,7.02,5.422,13.619,Clinical
,Mid,,,6.987,5.571,15.699,Clinical
,Mid,,,7.026,5.532,16.431,Clinical
,Mid,,,7.021,5.866,19.691,Clinical
,Mid,,,7.016,5.51,12.303,Clinical
,Mid,,,7.027,5.708,20.367,Clinical
,Mid,,,6.983,5.629,20.111,Clinical
,Mid,,,7.018,5.71,18.508,Clinical
,Mid,,,6.979,5.696,17.058,Clinical
,Mid,,,7.02,5.543,14.618,Clinical
,Mid,,,7.039,5.711,20.913,Clinical
,Mid,,,7.008,5.483,17.0,Clinical
,Mid,,,6.998,5.691,18.141,Clinical
,Mid,,,6.979,5.586,20.06,Clinical
,Mid,,,7.02,5.683,19.841,Clinical
,Mid,,,7.014,5.692,16.543,Clinical
,Mid,,,7.015,5.77,17.912,Clinical
,Mid,,,7.038,5.734,17.569,Clinical
,Mid,,,7.03,5.691,19.526,Clinical
,Mid,,,7.004,5.638,18.252,Clinical
,Mid,,,7.016,5.49,14.023,Clinical
,Mid,,,7.029,5.701,17.655,Clinical
,Mid,,,6.983,5.48,12.246,Clinical
,Mid,,,7.008,5.598,15.533,Clinical
,Mid,,,7.009,5.69,21.416,Clinical
,Mid,,,6.98,5.681,19.339,Clinical
,Mid,,,6.994,5.634,16.656,Clinical
,Mid,,,7.014,5.812,20.652,Clinical
,Mid,,,7.02,5.649,15.456,Clinical
,Mid,,,7.006,5.761,16.652,Clinical
,Mid,,,6.989,5.611,15.51,Clinical
,Mid,,,6.994,5.575,14.513,Clinical
,Mid,,,6.991,5.669,15.746,Clinical
,Mid,,,6.978,5.509,16.826,Clinical
,Mid,,,7.006,5.605,17.171,Clinical
,Mid,,,6.975,5.605,17.454,Clinical
,Mid,,,7.002,5.73,16.866,Clinical
,Mid,,,7.033,5.74,18.449,Clinical
,Mid,,,7.01,5.649,19.561,Clinical
,Mid,,,6.988,5.526,17.599,Clinical
,Mid,,,6.998,5.71,20.965,Clinical
,Mid,,,7.002,5.7,16.457,Clinical
,Mid,,,7.025,5.722,19.431,Clinical
,Mid,,,6.997,5.467,16.112,Clinical
,Mid,,,6.969,5.511,17.105,Clinical
,Mid,,,7.014,5.853,21.814,Clinical
,Mid,,,6.997,5.625,17.198,Clinical
,Mid,,,6.978,5.48,14.477,Clinical
,Mid,,,6.969,5.547,15.704,Clinical
,Mid,,,6.977,5.601,17.929,Clinical
,Mid,,,7.015,5.643,18.551,Clinical
,Mid,,,7.024,5.728,17.479,Clinical
,Mid,,,7.016,5.788,18.505,Clinical
,Mid,,,7.052,5.732,19.082,Clinical
,Mid,,,6.997,5.642,14.78,Clinical
,Mid,,,6.999,5.526,16.284,Clinical
,Mid,,,7.03,5.778,15.744,Clinical
,Mid,,,7.051,5.806,18.726,Clinical
,Mid,,,7.013,5.686,17.116,Clinical
,Mid,,,7.014,5.615,16.655,Clinical
,Mid,,,6.996,5.486,15.785,Clinical
,Mid,,,7.022,5.742,20.185,Clinical
,Mid,,,7.016,5.629,18.78,Clinical
,Mid,,,6.983,5.497,14.093,Clinical
,Mid,,,7.032,5.811,20.594,Clinical
,Mid,,,7.031,5.64,18.27,Clinical
,Mid,,,7.007,5.732,18.499,Clinical
,Mid,,,7.002,5.688,19.457,Clinical
,Mid,,,6.997,5.616,15.516,Clinical
,Mid,,,6.96,5.534,16.809,Clinical
,Mid,,,7.015,5.493,15.245,Clinical
,Mid,,,6.966,5.66,15.773,Clinical
,Mid,,,7.035,5.821,18.599,Clinical
,Mid,,,6.987,5.627,15.918,Clinical
,Mid,,,7.012,5.621,14.58,Clinical
,Mid,,,6.965,5.552,15.257,Clinical
,Mid,,,6.999,5.693,19.95,Clinical
,Mid,,,7.005,5.612,17.955,Clinical
,Mid,,,6.983,5.602,17.741,Clinical
,Mid,,,7.024,5.518,14.988,Clinical
,Mid,,,6.992,5.619,17.905,Clinical
,Mid,,,7.04,5.7,17.772,Clinical
,Mid,,,7.033,5.754,21.119,Clinical
,Mid,,,7.016,5.568,14.66,Clinical
,Mid,,,6.979,5.632,19.065,Clinical
,Mid,,,7.047,5.846,22.197,Clinical
,Mid,,,6.998,5.518,17.289,Clinical
,Mid,,,7.018,5.694,18.899,Clinical
,Mid,,,7.016,5.799,21.581,Clinical
,Mid,,,7.021,5.771,20.057,Clinical
,Mid,,,7.001,5.704,16.119,Clinical
,Mid,,,7.031,5.609,17.793,Clinical
,Mid,,,6.993,5.663,17.659,Clinical
,Mid,,,6.978,5.607,16.01,Clinical
,Mid,,,7.028,5.711,19.192,Clinical
,Mid,,,6.991,5.549,15.585,Clinical
,Mid,,,7.027,5.866,19.243,Clinical
,Mid,,,7.032,5.519,14.394,Clinical
,Late,,,6.641,4.407,1.32,Healthy
,Late,,,6.668,4.492,1.503,Healthy
,Late,,,6.674,4.519,1.544,Healthy
,Late,,,6.659,4.438,1.487,Healthy
,Late,,,6.648,4.435,1.418,Healthy
,Late,,,6.642,4.448,1.455,Healthy
,Late,,,6.667,4.461,1.431,Healthy
,Late,,,6.681,4.539,1.636,Healthy
,Late,,,6.684,4.57,1.486,Healthy
,Late,,,6.675,4.508,1.472,Healthy
,Late,,,6.663,4.535,1.546,Healthy
,Late,,,6.642,4.498,1.45,Healthy
,Late,,,6.664,4.483,1.463,Healthy
,Late,,,6.675,4.466,1.562,Healthy
,Late,,,6.624,4.417,1.424,Healthy
,Late,,,6.672,4.501,1.49,Healthy
,Late,,,6.668,4.491,1.554,Healthy
,Late,,,6.677,4.549,1.488,Healthy
,Late,,,6.658,4.475,1.415,Healthy
,Late,,,6.667,4.477,1.503,Healthy
,Late,,,6.639,4.535,1.469,Healthy
,Late,,,6.664,4.529,1.487,Healthy
,Late,,,6.677,4.46,1.532,Healthy
,Late,,,6.66,4.465,1.442,Healthy
,Late,,,6.676,4.486,1.443,Healthy
,Late,,,6.656,4.434,1.522,Healthy
,Late,,,6.649,4.51,1.506,Healthy
,Late,,,6.64,4.464,1.492,Healthy
,Late,,,6.656,4.536,1.572,Healthy
,Late,,,6.678,4.495,1.434,Healthy
,Late,,,6.648,4.482,1.498,Healthy
,Late,,,6.617,4.433,1.425,Healthy
,Late,,,6.654,4.538,1.543,Healthy
,Late,,,6.686,4.515,1.557,Healthy
,Late,,,6.693,4.589,1.521,Healthy
,Late,,,6.655,4.469,1.485,Healthy
,Late,,,6.674,4.472,1.471,Healthy
,Late,,,6.62,4.498,1.451,Healthy
,Late,,,6.661,4.478,1.528,Healthy
,Late,,,6.603,4.415,1.392,Healthy
,Late,,,6.651,4.551,1.487,Healthy
,Late,,,6.675,4.525,1.58,Healthy
,Late,,,6.647,4.441,1.489,Healthy
,Late,,,6.669,4.435,1.406,Healthy
,Late,,,6.668,4.536,1.488,Healthy
,Late,,,6.602,4.436,1.354,Healthy
,Late,,,6.62,4.317,1.356,Healthy
,Late,,,6.663,4.484,1.546,Healthy
,Late,,,6.673,4.575,1.489,Healthy
,Late,,,6.659,4.42,1.406,Healthy
,Late,,,6.655,4.51,1.499,Healthy
,Late,,,6.672,4.536,1.635,Healthy
,Late,,,6.654,4.442,1.448,Healthy
,Late,,,6.644,4.532,1.499,Healthy
,Late,,,6.649,4.455,1.483,Healthy
,Late,,,6.657,4.459,1.536,Healthy
,Late,,,6.643,4.469,1.49,Healthy
,Late,,,6.627,4.468,1.397,Healthy
,Late,,,6.676,4.471,1.502,Healthy
,Late,,,6.682,4.556,1.557,Healthy
,Late,,,6.655,4.459,1.527,Healthy
,Late,,,6.646,4.428,1.454,Healthy
,Late,,,6.644,4.429,1.347,Healthy
,Late,,,6.65,4.474,1.475,Healthy
,Late,,,6.679,4.537,1.518,Healthy
,Late,,,6.656,4.506,1.559,Healthy
,Late,,,6.663,4.473,1.415,Healthy
,Late,,,6.631,4.48,1.493,Healthy
,Late,,,6.672,4.5,1.564,Healthy
,Late,,,6.65,4.518,1.5,Healthy
,Late,,,6.648,4.499,1.506,Healthy
,Late,,,6.667,4.503,1.491,Healthy
,Late,,,6.708,4.603,1.631,Healthy
,Late,,,6.662,4.536,1.548,Healthy
,Late,,,6.661,4.478,1.465,Healthy
,Late,,,6.597,4.416,1.372,Healthy
,Late,,,6.692,4.533,1.466,Healthy
,Late,,,6.659,4.444,1.463,Healthy
,Late,,,6.666,4.538,1.484,Healthy
,Late,,,6.661,4.433,1.465,Healthy
,Late,,,6.67,4.525,1.514,Healthy
,Late,,,6.668,4.569,1.538,Healthy
,Late,,,6.663,4.447,1.398,Healthy
,Late,,,6.662,4.54,1.512,Healthy
,Late,,,6.655,4.466,1.43,Healthy
,Late,,,6.666,4.434,1.497,Healthy
,Late,,,6.647,4.503,1.423,Healthy
,Late,,,6.673,4.536,1.545,Healthy
,Late,,,6.64,4.474,1.4,Healthy
,Late,,,6.655,4.527,1.553,Healthy
,Late,,,6.66,4.449,1.476,Healthy
,Late,,,6.66,4.392,1.432,Healthy
,Late,,,6.66,4.54,1.469,Healthy
,Late,,,6.596,4.418,1.414,Healthy
,Late,,,6.626,4.404,1.535,Healthy
,Late,,,6.654,4.513,1.466,Healthy
,Late,,,6.618,4.428,1.4,Healthy
,Late,,,6.652,4.475,1.478,Healthy
,Late,,,6.657,4.432,1.452,Healthy
,Late,,,6.621,4.352,1.384,Healthy
,Late,,,6.89,4.931,3.747,Subclinical
,Late,,,6.866,4.89,3.664,Subclinical
,Late,,,6.865,4.928,3.96,Subclinical
,Late,,,6.872,4.941,3.712,Subclinical
,Late,,,6.893,4.903,3.846,Subclinical
,Late,,,6.875,4.97,3.837,Subclinical
,Late,,,6.893,4.925,3.839,Subclinical
,Late,,,6.876,4.879,3.78,Subclinical
,Late,,,6.879,4.929,3.858,Subclinical
,Late,,,6.896,4.98,3.847,Subclinical
,Late,,,6.897,4.892,3.856,Subclinical
,Late,,,6.892,4.855,3.761,Subclinical
,Late,,,6.871,4.875,3.882,Subclinical
,Late,,,6.867,4.869,3.768,Subclinical
,Late,,,6.894,4.932,3.956,Subclinical
,Late,,,6.891,4.841,3.691,Subclinical
,Late,,,6.869,4.926,3.632,Subclinical
,Late,,,6.931,5.01,3.999,Subclinical
,Late,,,6.904,5.051,4.104,Subclinical
,Late,,,6.899,4.951,3.879,Subclinical
,Late,,,6.87,4.872,3.714,Subclinical
,Late,,,6.853,4.881,3.639,Subclinical
,Late,,,6.884,4.923,3.858,Subclinical
,Late,,,6.87,5.037,4.11,Subclinical
,Late,,,6.855,4.897,3.749,Subclinical
,Late,,,6.86,4.836,3.749,Subclinical
,Late,,,6.866,4.943,3.947,Subclinical
,Late,,,6.907,4.92,3.889,Subclinical
,Late,,,6.893,4.916,3.778,Subclinical
,Late,,,6.912,4.972,3.978,Subclinical
,Late,,,6.864,4.847,3.684,Subclinical
,Late,,,6.878,4.871,3.77,Subclinical
,Late,,,6.846,4.828,3.751,Subclinical
,Late,,,6.892,4.919,3.762,Subclinical
,Late,,,6.859,4.877,3.823,Subclinical
,Late,,,6.899,4.923,3.759,Subclinical
,Late,,,6.885,4.892,3.761,Subclinical
,Late,,,6.907,4.99,3.962,Subclinical
,Late,,,6.855,4.896,3.881,Subclinical
,Late,,,6.872,4.968,4.008,Subclinical
,Late,,,6.913,4.977,3.981,Subclinical
,Late,,,6.908,4.976,3.89,Subclinical
,Late,,,6.871,4.918,3.73,Subclinical
,Late,,,6.877,4.963,3.723,Subclinical
,Late,,,6.911,5.008,3.94,Subclinical
,Late,,,6.891,4.934,3.964,Subclinical
,Late,,,6.9,4.886,3.848,Subclinical
,Late,,,6.876,4.918,3.777,Subclinical
,Late,,,6.915,5.01,3.922,Subclinical
,Late,,,6.853,4.868,3.792,Subclinical
,Late,,,6.885,4.98,3.989,Subclinical
,Late,,,6.899,4.959,3.792,Subclinical
,Late,,,6.876,4.96,3.89,Subclinical
,Late,,,6.89,4.92,3.761,Subclinical
,Late,,,6.878,4.93,3.8,Subclinical
,Late,,,6.875,4.874,3.863,Subclinical
,Late,,,6.874,4.974,4.037,Subclinical
,Late,,,6.878,4.875,3.608,Subclinical
,Late,,,6.851,4.823,3.802,Subclinical
,Late,,,6.882,4.94,3.69,Subclinical
,Late,,,6.856,4.926,3.862,Subclinical
,Late,,,6.877,4.94,3.999,Subclinical
,Late,,,6.876,4.917,3.85,Subclinical
,Late,,,6.928,4.894,3.877,Subclinical
,Late,,,6.878,4.941,3.816,Subclinical
,Late,,,6.879,4.949,4.131,Subclinical
,Late,,,6.896,4.905,3.792,Subclinical
,Late,,,6.871,4.832,3.685,Subclinical
,Late,,,6.895,4.885,3.881,Subclinical
,Late,,,6.89,4.902,3.807,Subclinical
,Late,,,6.912,4.993,3.957,Subclinical
,Late,,,6.875,4.917,3.793,Subclinical
,Late,,,6.838,4.951,3.88,Subclinical
,Late,,,6.888,4.928,3.795,Subclinical
,Late,,,6.876,4.847,3.919,Subclinical
,Late,,,6.855,4.844,3.687,Subclinical
,Late,,,6.906,4.954,3.8,Subclinical
,Late,,,6.905,4.984,3.984,Subclinical
,Late,,,6.894,5.041,4.191,Subclinical
,Late,,,6.866,4.971,3.937,Subclinical
,Late,,,6.89,4.861,3.748,Subclinical
,Late,,,6.864,4.934,3.939,Subclinical
,Late,,,6.839,4.865,3.835,Subclinical
,Late,,,6.876,4.946,3.903,Subclinical
,Late,,,6.887,4.917,3.741,Subclinical
,Late,,,6.858,4.921,3.833,Subclinical
,Late,,,6.877,4.898,3.784,Subclinical
,Late,,,6.901,4.933,3.759,Subclinical
,Late,,,6.895,4.931,3.864,Subclinical
,Late,,,6.912,4.961,3.935,Subclinical
,Late,,,6.856,4.88,3.823,Subclinical
,Late,,,6.849,4.888,3.79,Subclinical
,Late,,,6.881,4.965,3.931,Subclinical
,Late,,,6.91,4.917,3.858,Subclinical
,Late,,,6.882,4.877,3.857,Subclinical
,Late,,,6.926,4.98,3.985,Subclinical
,Late,,,6.882,4.892,3.655,Subclinical
,Late,,,6.866,4.842,3.862,Subclinical
,Late,,,6.878,4.902,3.886,Subclinical
,Late,,,6.858,4.858,3.749,Subclinical
,Late,,,7.071,6.106,28.695,Clinical
,Late,,,7.052,6.03,28.046,Clinical
,Late,,,7.029,5.915,25.912,Clinical
,Late,,,7.052,5.932,29.709,Clinical
,Late,,,7.049,5.822,26.324,Clinical
,Late,,,7.06,6.201,28.445,Clinical
,Late,,,7.018,5.962,25.869,Clinical
,Late,,,7.041,5.922,27.01,Clinical
,Late,,,7.064,5.952,27.12,Clinical
,Late,,,7.05,5.996,27.709,Clinical
,Late,,,7.059,6.103,28.76,Clinical
,Late,,,7.059,5.836,26.649,Clinical
,Late,,,7.06,6.093,27.628,Clinical
,Late,,,7.037,5.871,27.252,Clinical
,Late,,,7.071,6.006,28.681,Clinical
,Late,,,7.052,5.975,27.278,Clinical
,Late,,,7.065,6.067,30.411,Clinical
,Late,,,7.033,5.979,26.895,Clinical
,Late,,,7.033,5.919,27.155,Clinical
,Late,,,7.108,6.159,27.878,Clinical
,Late,,,7.055,5.769,26.047,Clinical
,Late,,,7.05,6.069,29.064,Clinical
,Late,,,7.04,5.929,26.363,Clinical
,Late,,,7.027,5.937,25.854,Clinical
,Late,,,7.042,5.842,27.092,Clinical
,Late,,,7.086,5.959,25.724,Clinical
,Late,,,7.048,5.973,27.668,Clinical
,Late,,,7.041,5.927,27.478,Clinical
